2016/3/8-747155|04,51,22,02,13,50,72,06,24,21,75,07,26,14,80,05,19,08,55,43
2016/3/8-747154|02,40,57,05,51,60,14,32,06,75,29,47,11,66,37,46,10,63,52,20
2016/3/8-747153|67,07,43,36,75,18,48,27,76,06,29,21,63,52,05,60,41,01,22,58
2016/3/8-747152|37,42,21,75,68,27,06,41,71,08,65,72,26,32,10,79,31,62,22,76
2016/3/8-747151|56,30,80,12,35,26,70,57,10,64,48,04,28,62,74,15,49,47,76,21
2016/3/8-747150|06,78,28,50,19,69,42,47,17,66,54,24,03,44,60,05,53,65,22,32
2016/3/8-747149|73,66,05,70,52,03,31,68,74,10,54,48,78,23,64,35,79,08,36,25
2016/3/8-747148|57,10,49,61,21,27,13,77,25,45,19,72,34,41,15,65,56,24,03,36
2016/3/8-747147|42,65,70,33,53,49,71,34,61,44,72,19,46,38,69,64,11,68,51,08
2016/3/8-747146|18,74,67,32,01,51,69,05,65,72,26,47,11,79,46,56,21,77,48,53
2016/3/8-747145|78,26,61,40,80,21,52,35,71,65,13,67,55,09,37,66,77,25,60,53
2016/3/8-747144|36,51,26,68,42,50,17,66,57,31,03,45,58,09,52,65,29,38,16,75
2016/3/8-747143|50,26,72,62,04,70,55,03,35,66,73,17,56,53,76,19,59,49,80,05
2016/3/8-747142|43,64,16,24,04,79,21,32,14,75,26,30,07,70,46,18,02,27,54,03
2016/3/8-747141|30,04,23,52,63,13,39,27,68,14,41,24,77,09,26,19,61,43,07,58
2016/3/8-747140|65,21,02,52,67,03,58,68,18,42,14,77,37,57,17,76,43,56,15,73
2016/3/8-747139|42,15,65,50,30,02,40,62,05,47,64,29,38,14,78,32,43,28,73,39
2016/3/8-747138|20,55,30,79,17,36,24,67,56,15,66,42,10,28,64,76,19,50,37,77
2016/3/8-747137|79,32,47,25,78,35,46,24,61,50,30,05,45,57,11,49,59,28,34,22
2016/3/8-747136|23,66,59,09,64,51,04,25,63,70,19,53,40,71,22,55,30,78,15,39
2016/3/8-747135|03,46,67,17,23,04,80,20,43,16,76,24,31,15,72,47,19,02,30,52
2016/3/8-747134|11,25,59,70,18,46,35,74,19,50,26,79,14,29,22,64,58,13,62,37
2016/3/8-747133|70,60,18,03,41,67,10,58,69,17,34,12,75,27,50,16,72,36,47,15
2016/3/8-747132|50,78,21,62,43,79,09,47,22,76,63,07,70,53,02,30,66,77,12,56
2016/3/8-747131|55,16,77,32,42,15,72,60,18,01,37,68,06,58,69,17,30,09,79,20
2016/3/8-747130|12,36,16,64,55,09,61,43,02,21,57,67,13,46,38,74,15,49,27,80
2016/3/8-747129|67,30,45,08,77,43,51,18,75,47,50,12,72,54,37,03,48,60,06,52
2016/3/8-747128|64,35,05,28,58,75,16,44,34,79,18,52,29,80,11,31,25,69,57,07
2016/3/8-747127|38,02,47,62,15,59,65,29,40,18,75,39,53,27,70,43,49,20,67,61
2016/3/8-747126|16,38,35,74,17,40,27,77,14,31,19,64,43,07,57,36,01,20,47,65
2016/3/8-747125|72,41,46,20,71,67,26,01,43,68,12,66,69,25,36,17,80,27,60,21
2016/3/8-747124|32,74,13,33,29,68,61,09,65,45,08,31,63,69,19,47,37,73,20,53
